midwest
0.781892816
0.794021238
0.797700818
0.791296052
0.786284698
0.775723404
0.74512256
0.71114031
0.683608221
0.657905711
0.633488799
0.609982061
0.583500595
0.558302851
0.504810557
0.394725865
0.335540964
0.294537176
0.262306146
0.241005265
0.223517046
0.215094672
0.286146348
0.346117836
0.368585121
0.367454159
0.354813508
0.338254353
0.324862463
0.318774674
0.318667708
0.327766969
0.340885271
0.356655529
0.377465599
0.399981322
0.430021428
0.463230115
0.470053512
0.392331239
0.30624956
0.293181624
0.311778275
0.343367431
0.390997341
0.482383032
0.608767185
0.700293515
0.759137438
0.789759399
0.808777645
0.823966953
0.834821371
0.844362969
0.852978213
0.86015621
0.862735242
0.863597311
0.862547115
0.86285525
0.862028086
0.862342896
0.845078196
0.774101992
0.671185355
0.634714323
0.649381539
0.683557304
0.728000098
0.777885212
0.844596374
0.884964778
0.893797229
0.897917358
0.896672038
0.890259888
0.880834625
0.870020261
0.857285164
0.842248016
0.827902763
0.815746216
0.802467705
0.792984813
0.788580938
0.77068914
0.747213443
0.671913785
0.559790795
0.499528866
0.471709684
0.457706182
0.448701591
0.452405403
0.489426921
0.541476148
0.562268621
0.569442728
0.564075706
0.552489785
0.540499733
0.520715418
0.495572645
0.481561448
0.46330919
0.449787506
0.441703284
0.41975619
0.397803874
0.403680102
0.391871925
0.347283401
0.293425531
0.264539555
0.263870026
0.279267116
0.305103533
0.346052191
0.419878383
0.506852702
0.565337272
0.604278734
0.620690446
0.613293697
0.59592993
0.578152529
0.575263932
0.569341353
0.557506744
0.549867461
0.530913098
0.513430694
0.501604822
0.490844888
0.413225836
0.284203192
0.238407434
0.226169897
0.227038924
0.236332525
0.25431553
0.272800413
0.363360798
0.471140827
0.554529965
0.61090473
0.644689234
0.659712374
0.667927519
0.668761062
0.670403744
0.682482921
0.70787949
0.739266708
0.766372546
0.790110907
0.810963436
0.831981106
0.833626351
0.783357779
0.743913127
0.760829802
0.766008785
0.740232308
0.68451606
0.648919404
0.634670813
0.686705987
0.720941231
0.706646374
0.69057762
0.709053398
0.731052082
0.74299158
0.75156926
0.751181964
0.753563596
0.756016612
0.747163796
0.733837633
0.727568779
0.718908086
0.672537419
0.561947406
0.489075494
0.463655427
0.465349683
0.477388618
0.492435576
0.498564459
0.580278193
0.652456637
0.687719991
0.715313568
0.737182486
0.757241461
0.770482298
0.77937407
0.787366659
0.789432772
0.787601711
0.780895905
0.765519594
0.747129497
0.728179151
0.702681055
0.667847668
0.589303813
0.52248997
0.47205155
0.442179457
0.427498959
0.423945251
0.421208277
0.440203368
0.535142558
0.594987788
0.619793128
0.636960098
0.642229051
0.650884258
0.652594643
0.654714245
0.659482827
0.672676582
0.682220968
0.687447093
0.688835837
0.695915281
0.70706172
0.710345333
0.682163022
0.643125441
0.643933308
0.674801583
0.711628445
0.745851619
0.77806787
0.838907706
0.897920239
0.922767218
0.927841583
0.925087663
0.918515073
0.910015098
0.900527966
0.890748732
0.88341281
0.879351836
0.875668425
0.866807195
0.854883004
0.852462544
0.852732512
0.840158282
0.794200826
0.721506957
0.67422438
0.651908012
0.639744536
0.641321639
0.653587837
0.66212452
0.707972233
0.734403162
0.727541336
0.703669472
0.666996071
0.630624211
0.594693055
0.567057194
0.538091581
0.510299188
0.506875726
0.514367518
0.519660457
0.5168913
0.514138024
0.4930815
0.459712594
0.430316836
0.411979713
0.401185001
0.38700338
0.372943598
0.36859146
0.367858927
0.370281596
0.373848145
0.372611355
0.365378517
0.356106025
0.337164725
0.320820405
