eastcoastoff
0.404504372
0.460399112
0.496320361
0.544732372
0.601456145
0.658269988
0.701593891
0.74241217
0.786098727
0.835028353
0.874994762
0.913836125
0.955638423
0.974433347
0.981920662
0.985929489
0.983453171
0.976970066
0.969182472
0.957268439
0.927846114
0.852172666
0.766387952
0.764664026
0.817802407
0.82390891
0.823426572
0.889683386
0.904596946
0.889088983
0.870160311
0.869130207
0.904447793
0.924150535
0.949978343
0.969060977
0.973306464
0.975439194
0.965782972
0.934249671
0.886713057
0.829524988
0.779107139
0.735558901
0.70261708
0.688844944
0.675236234
0.635252174
0.579517075
0.535693262
0.494838687
0.448812771
0.409120801
0.368300199
0.336734546
0.31606282
0.300991647
0.277059798
0.263987299
0.262208036
0.273564255
0.299506443
0.354251502
0.441546144
0.512601345
0.560009798
0.597237033
0.624234101
0.639253204
0.650196412
0.667120702
0.682497198
0.699073181
0.707592524
0.705209391
0.69226854
0.6758466
0.659123914
0.646673417
0.632706199
0.61779727
0.602900148
0.593730174
0.587323442
0.590500442
0.59112453
0.594805455
0.590785835
0.601066803
0.623728809
0.643137639
0.655973197
0.664846197
0.682102961
0.710390681
0.729702278
0.738628882
0.744314379
0.759416288
0.771123588
0.77665324
0.79141385
0.810003343
0.824458307
0.841590988
0.853476372
0.869478923
0.883681328
0.890555861
0.89636547
0.893395421
0.886369878
0.883389253
0.879370434
0.883358376
0.884496164
0.889896715
0.906356009
0.920946466
0.936537425
0.950818911
0.957383396
0.959586491
0.961236601
0.959605975
0.95921872
0.962221954
0.965447608
0.967719497
0.968654468
0.965940566
0.961967353
0.954027377
0.946102159
0.928767516
0.913010222
0.888510435
0.853910497
0.836326079
0.825665467
0.817931249
0.820907906
0.83638155
0.845428384
0.842932116
0.826755873
0.806077145
0.792509494
0.768693019
0.738469
0.714955344
0.687278364
0.655301418
0.623845733
0.595358645
0.563559927
0.529136593
0.483488119
0.420165233
0.338136793
0.2822959
0.249132565
0.213526859
0.209726523
0.214073781
0.252487898
0.314023027
0.386079555
0.515113418
0.623253562
